"path","contains_no_presumptive_language","check_original_doc_with_missing_content_by_hand","issue","nbr_words","reason_short_length","reason_high_propn_unknown","presumptive_language","reason_high_propn_known_non_presumptive","propn_presumptive","propn_known_non_presumptive","majority_language","propn_known_english","propn_known_spanish","propn_known_french","propn_known_russian","propn_english","propn_spanish","propn_french","propn_russian","propn_unknown","example_unknown_words"
"atsd_secretariat_database/ATCM40/wp/ATCM40_wp012_rev1_e.txt",,,,1015,,,"English",,0.953694581280788,0.0320000000000002,"English",0.763333333333334,0.0953333333333333,0.141333333333333,0,0.752052545155994,0.0939244663382594,0.139244663382594,0,0.0147783251231527,"UAVs CCAMLR biota avifauna HSM Biogeographic ATCMXXXVIII ACBR"
"atsd_secretariat_database/ATCM34/wp/ATCM34_wp008_e.txt",,,,633,,,"English",,0.908372827804107,0.0319865319865325,"English",0.767676767676767,0.0648148148148148,0.167508417508418,0,0.720379146919431,0.0608214849921011,0.157187993680885,0,0.0616113744075829,"HoD timeframe WG ATCMs ATCM"
"atsd_secretariat_database/ATCM42/wp/ATCM42_wp027_e.txt",,,,2322,,,"English",,0.953057708871662,0.0319335083114615,"English",0.766185476815398,0.082677165354331,0.151137357830271,0,0.754306632213607,0.0813953488372094,0.148794142980189,0,0.0155038759689922,"Rosenthal IAATO CCAMLR ASMAs Joubin HSM ASPAs Marr Biogeographic McMurdo"
"atsd_secretariat_database/ATCM31/ip/ATCM31_ip016_e.txt",,,,484,,,"English",,0.940082644628099,0.0319148936170215,"English",0.789361702127659,0.0521276595744681,0.158510638297873,0,0.766528925619834,0.0506198347107438,0.153925619834711,0,0.0289256198347107,"mbH Ingenieurgesellschaft ncaor ATCM NCAOR Glaciology IMS Larsemann"
"atsd_secretariat_database/ATCM3/wp/ATCM3_wp022_e.txt",,,,98,"okay",,"English",,0.928571428571429,0.0319148936170208,"English",0.797872340425532,0.0638297872340426,0.138297872340426,0,0.76530612244898,0.0612244897959184,0.13265306122449,0,0.0408163265306122,"TROISIEME TPETE ropriate COBEЩAHИE"
"atsd_secretariat_database/ATCM33/ip/ATCM33_ip040_e.txt",,,,362,,,"English",,0.922651933701657,0.031884057971015,"English",0.753623188405797,0.0869565217391303,0.159420289855073,0,0.718232044198895,0.0828729281767955,0.151933701657459,0,0.0469613259668508,"intersessional Rajesh Bharti Zhong Stornes IEE Asthana ATCM Shan Larsemann"
"atsd_secretariat_database/ATCM46/wp/ATCM46_wp043_e.txt",,,,5949,,,"English",,0.925197512186922,0.0318381706244504,"English",0.781354441512754,0.074406332453825,0.144239226033421,0,0.74668011430493,0.0711043872919814,0.137838292149942,0,0.0443772062531518,"ToRs SGCCR SGMP intersessional pre CCRWP Türkiye Anoop Tiwari ToR"
"atsd_secretariat_database/ATCM42/wp/ATCM42_wp025_e.txt",,,,2661,,,"English",,0.937993235625705,0.0318076027928623,"English",0.772304111714507,0.0740884406516685,0.153607447633824,0,0.748214956783161,0.0717775272453967,0.148816234498308,0,0.0311912814731304,"Marambio Irizar HSM Sobral Gunnar Andersson paleontological ATCM Nordenskjöld Multiexpedition"
"atsd_secretariat_database/ATCM46/ip/ATCM46_ip126_e.txt",,,,998,,,"English",,0.884769539078156,0.0317982456140354,"English",0.758040935672515,0.0820540935672513,0.159904970760234,0,0.692718770875085,0.0749832999331997,0.146125584502338,0,0.0861723446893788,"Fildes Ardley ATCMXLV LPAI VDRG subtypes WOAH AIV ATCM HPAI"
"atsd_secretariat_database/ATCM40/wp/ATCM40_wp011_rev1_e.txt",,,,996,,,"English",,0.947791164658635,0.0317948717948713,"English",0.747863247863248,0.099145299145299,0.152991452991453,0,0.732095046854084,0.0970548862115127,0.149765729585007,0,0.0210843373493976,"UAVs CCAMLR Lagotellerie HSM Biogeographic Lagotellierie ATCMXXXVIII ACBR"
"atsd_secretariat_database/ATCM14/ip/ATCM14_ip029_e.txt",,,,64,"okay (contact details)",,"English",,0.953125,0.0317460317460317,"English",0.761904761904762,0.0952380952380952,0.142857142857143,0,0.75,0.09375,0.140625,0,0.015625,"Gounaris"
"atsd_secretariat_database/ATCM44/ip/ATCM44_ip009_e.txt",,,,1699,,,"English",,0.879929370217775,0.031735751295337,"English",0.71804835924007,0.0936960276338511,0.188255613126079,0,0.652540710221701,0.0851481263488325,0.171081028055719,0,0.0912301353737493,"maculipennis albipennis Diptera Chwedorzewska Frei Chown Psychoda Frenot Trichocera Psychodidae"
"atsd_secretariat_database/ATCM40/wp/ATCM40_wp007_rev1_e.txt",,,,1022,,,"English",,0.955968688845401,0.0317145688800795,"English",0.764618434093162,0.0951437066402377,0.140237859266601,0,0.754892367906067,0.0939334637964774,0.138454011741683,0,0.012720156555773,"UAVs CCAMLR HSM Biogeographic ATCMXXXVIII ACBR"
"atsd_secretariat_database/ATCM25/ip/ATCM25_ip002_e.txt",,,,835,,,"English",,0.877844311377246,0.0317040951122849,"English",0.773888154997799,0.0697930427124616,0.15631880228974,0,0.701596806387225,0.0632734530938124,0.141716566866267,0,0.0934131736526946,"subglacial Arctowski kame outwash mountonnées lodgement stormridge Warszawa Deglaciation ATCM"
"atsd_secretariat_database/ATCM21/ip/ATCM21_ip018_e.txt",,,,1658,,,"English",,0.903498190591074,0.031674208144796,"English",0.766214177978884,0.100086188321482,0.133699633699634,0,0.714917571371131,0.0933856051467632,0.124748693204665,0,0.0669481302774427,"EE FILDES Fildes ABR DECOM INACH Jaña ATCM georeferenced Rossi"
"atsd_secretariat_database/ATCM39/ip/ATCM39_ip024_s.txt",,,,1038,,,"Spanish",,0.943159922928709,0.0316518298714145,"Spanish",0.114737883283876,0.735410484668646,0.149851632047478,0,0.111753371868978,0.716281310211948,0.145953757225434,0,0.0260115606936416,"psicrófilos cardiorrespiratoria Batimétrica Radiométrico Antioquía RTCA Tardígrados UBRA RCTA fisicoquímicos"
"atsd_secretariat_database/ATCM46/ip/ATCM46_ip131_e.txt",,,,950,,,"English",,0.903157894736842,0.0316027088036118,"English",0.781602708803612,0.0727990970654628,0.145598194130925,0,0.728947368421054,0.0678947368421054,0.13578947368421,0,0.0673684210526316,"taxonomically ats EIA Pertierra terrANTALife Wauchope html representativeness aq ATCM"
"atsd_secretariat_database/ATCM26/ip/ATCM26_ip043_e.txt",,,,777,,,"English",,0.948519948519949,0.0315374507227327,"English",0.771791502409111,0.0891371003066142,0.139071397284275,0,0.755898755898756,0.0873015873015874,0.136207636207636,0,0.0205920205920206,"Marambio Nr Rinaldi ATCM MARAMBIO delimitated"
"atsd_secretariat_database/ATCM46/ip/ATCM46_ip164_e.txt",,,,1176,,,"English",,0.940476190476191,0.0315236427320485,"English",0.790426152948045,0.0706363105662578,0.138937536485697,0,0.767573696145127,0.06859410430839,0.134920634920635,0,0.0289115646258503,"glaciology Allievi CDR Frei Tarapow nd Airforce MAGNETICO Methodius Montalva"
"atsd_secretariat_database/ATCM29/ip/ATCM29_ip005_s.txt",,,,815,,,"Spanish",,0.943558282208589,0.0314861460957179,"Spanish",0.108942065491184,0.731738035264484,0.159319899244332,0,0.106134969325153,0.712883435582822,0.15521472392638,0,0.0257668711656442,"INAE Hennequin Oceanográfico Ary Rongel INECI Pazmiño Republica oceanográfico PROANTEC"
"atsd_secretariat_database/ATCM44/ip/ATCM44_ip066_rev1_e.txt",,,,1370,,,"English",,0.943065693430657,0.0314842578710644,"English",0.796476761619191,0.0727136431784106,0.130809595202399,0,0.775547445255476,0.0708029197080291,0.127372262773723,0,0.0262773722627737,"ats Arctowski Hennequin Crepin devph Ferraz Rakusa RPAS aq Machu"
"atsd_secretariat_database/ATCM46/wp/ATCM46_wp026_e.txt",,,,1423,,,"English",,0.952213633169361,0.0314510364546099,"English",0.772099118417917,0.0905408625208479,0.137360019061235,0,0.75907706722886,0.0890138205668773,0.135043335675803,0,0.016865776528461,"CCAMLR geomorphologists HSM AAS RPAS Biogeographic ATCM Budd SSSI"
"atsd_secretariat_database/ATCM28/wp/ATCM28_wp009_e.txt",,,,1848,,,"English",,0.950757575757576,0.0314222712238145,"English",0.787210584343991,0.057056229327453,0.155733186328556,0,0.772727272727272,0.0560064935064934,0.152867965367966,0,0.0183982683982684,"EIA CEEs Tromsø pre IPs WPs ASPAs Bioprospecting ATCM COMNAP"
"atsd_secretariat_database/ATCM31/ip/ATCM31_ip012_s.txt",,,,397,,,"Spanish",,0.931989924433249,0.0314136125654454,"Spanish",0.104712041884816,0.710732984293194,0.18455497382199,0,0.100755667506297,0.683879093198993,0.177581863979849,0,0.0377833753148615,"Waterboat Danco pingüinos Nº Bagshawe Videla"
"atsd_secretariat_database/ATCM33/wp/ATCM33_wp018_e.txt",,,,588,,,"English",,0.943877551020408,0.0314136125654451,"English",0.767015706806283,0.0811518324607332,0.151832460732984,0,0.747448979591836,0.0790816326530613,0.147959183673469,0,0.0255102040816327,"Kyiv Litchfield Biscoe Pygoscelis papua ATCM"
"atsd_secretariat_database/ATCM43/ip/ATCM43_ip055_e.txt",,,,1246,,,"English",,0.940609951845907,0.0314049586776858,"English",0.772865013774105,0.0951790633608812,0.131955922865014,0,0.750535045478867,0.0924291064740501,0.128143392188336,0,0.028892455858748,"IAATO PNAS canids felids pinnipeds BAMM CoV biosecurity COMNAP mustelids"
"atsd_secretariat_database/ATCM40/ip/ATCM40_ip013_e.txt",,,,1209,,,"English",,0.918941273779984,0.0313862249346114,"English",0.786544609125254,0.062481836675385,0.150973554199361,0,0.746208988144473,0.0592776399228012,0.143231320650676,0,0.0512820512820513,"Rignot NERC edu nsf Scheuchl htm Mouginout horizonscan Thwaites decadal"
"atsd_secretariat_database/ATCM44/wp/ATCM44_wp038_e.txt",,,,518,,,"English",,0.953667953667954,0.0313725490196076,"English",0.803921568627451,0.0745098039215687,0.121568627450981,0,0.791505791505791,0.0733590733590734,0.11969111969112,0,0.0154440154440154,"ASMAs intersessional Branchinecta ASPAs Oligotrophic intersessionally gaini"
